Protein Accession;Protein Name;Gene ID;Protein Description;MPT896_2690;MPT897_2691;MPT898_2692;MPT899_2693;MPT900_2694;MPT901_2695;MPT902_2696;MPT903_2697;MPT904_2698;MPT905_2699;MPT906_2700;MPT907_2701;MPT908_2702;MPT909_2703;MPT910_2704;MPT911_2705;MPT912_2706;MPT913_2707;MPT914_2708;MPT915_2709
Q08554;DSC1_HUMAN;DSC1;Desmocollin-1;2697.678;427.1565;503.0266;622.2044;394.4164;1120.9183;378.4242;641.0348;518.6436;932.5367;321.5708;364.8545;1148.5803;940.4691;653.4272;399.7358;483.5703;472.2666;478.8061;1422.8782
Q08722;CD47_HUMAN;CD47;Leukocyte surface antigen CD47;229.2424;209.2693;95.8596;350.4695;242.4809;302.2874;171.0058;143.4981;233.4859;231.6729;225.6868;124.3157;477.7147;148.4975;335.0034;171.7145;179.8281;436.4158;229.1343;436.677
Q08945;SSRP1_HUMAN;SSRP1;FACT complex subunit SSRP1;203.1265;236.2517;311.1258;145.154;174.9972;160.9524;487.0995;372.6653;200.0385;281.8226;320.0428;274.0237;151.9399;220.2883;259.0152;281.4944;323.4882;131.4341;292.0994;214.9628
Q08AM6;VAC14_HUMAN;VAC14;Protein VAC14 homolog;;17.6885;19.5933;;;;25.236;13.2208;33.3218;;33.5461;18.8932;21.324;;;26.61;23.3502;24.9603;38.7409;11.9193
Q09028;RBBP4_HUMAN;RBBP4;Histone-binding protein RBBP4;2006.8521;1134.3522;1146.3789;1596.7909;1448.2578;1849.3716;1189.1223;1059.9268;1842.9094;1647.7924;2025.8673;1607.4393;1433.0354;3263.8169;2447.2292;1847.9305;1306.0261;1488.1881;3787.3879;2251.4832
Q09161;NCBP1_HUMAN;NCBP1;Nuclear cap-binding protein subunit 1;93.6843;114.5813;150.8704;119.5872;166.0834;145.9391;165.7887;148.5722;155.1859;160.6776;114.7797;146.4375;114.9996;201.4361;146.3415;107.564;171.1153;129.0345;238.3074;146.5814
Q09666;AHNK_HUMAN;AHNAK;Neuroblast differentiation-associated protein AHNAK;1197.7821;802.8576;1395.7388;790.5709;1232.87;776.4329;1314.1986;1285.6605;844.0739;867.072;1275.3732;1370.6189;1114.3302;866.9108;901.077;1263.0093;1203.6691;850.0212;949.6548;710.817
Q0VGL1;LTOR4_HUMAN;LAMTOR4;Ragulator complex protein LAMTOR4;136.7922;198.1511;90.684;132.2219;;274.4052;144.9696;103.4936;175.1151;119.9118;235.127;186.6718;179.4134;119.2405;228.3407;264.4272;173.4656;205.7924;151.3909;192.4095
Q10471;GALT2_HUMAN;GALNT2;Polypeptide N-acetylgalactosaminyltransferase 2;105.5112;253.6168;149.9612;89.7999;92.8613;134.6747;173.2869;114.3182;130.6019;105.3012;109.9536;92.7299;72.3497;;69.5145;145.3452;84.1208;92.4714;67.7019;73.5892
Q10570;CPSF1_HUMAN;CPSF1;Cleavage and polyadenylation specificity factor subunit 1;334.3904;520.1553;546.5938;472.5833;573.1342;448.1135;529.9931;534.4777;546.5202;720.8203;516.2595;738.2364;486.4323;800.2072;903.8598;486.7122;716.7419;545.6559;769.8229;1173.1104
Q10713;MPPA_HUMAN;PMPCA;Mitochondrial-processing peptidase subunit alpha;99.7839;236.61;209.8281;130.1027;114.6061;68.2571;181.2406;201.7078;148.7677;145.1407;349.5748;437.2385;271.833;277.6418;252.1852;313.1311;327.6223;270.8761;239.044;132.6742
Q12788;TBL3_HUMAN;TBL3;Transducin beta-like protein 3;;;83.437;;;;87.0538;77.5921;123.4077;88.5253;123.8798;118.9114;96.9424;98.5393;71.9471;238.5365;112.3149;85.1932;125.8802;153.8164
Q12789;TF3C1_HUMAN;GTF3C1;General transcription factor 3C polypeptide 1;414.9926;246.8549;274.2191;297.3213;372.6244;388.5888;237.8116;251.5496;250.7897;300.8477;224.3204;331.9944;259.895;269.2699;309.3171;314.3843;254.5706;608.381;320.3628;306.5476
Q12792;TWF1_HUMAN;TWF1;Twinfilin-1;112.8229;91.1973;70.4396;115.6805;173.9964;;86.9338;59.5892;104.3184;77.2106;129.1446;134.8368;106.9035;112.0184;119.4101;223.6054;136.8934;94.3948;184.6969;130.1816
Q12797;ASPH_HUMAN;ASPH;Aspartyl/asparaginyl beta-hydroxylase;803.1677;959.9556;593.0118;514.535;894.8659;832.5916;741.9149;575.1172;539.9604;739.5464;857.4489;1055.2887;522.1662;377.511;654.8611;1132.1113;711.0081;729.6293;348.0608;824.5845
Q12800;TFCP2_HUMAN;TFCP2;Alpha-globin transcription factor CP2;28.8644;70.1034;54.9155;31.6715;95.1496;32.3425;51.034;53.383;30.0888;130.1506;96.634;120.9963;58.3977;79.9443;68.307;167.6739;100.983;62.0871;39.499;88.7467
Q12802;AKP13_HUMAN;AKAP13;A-kinase anchor protein 13;41.0638;48.9521;41.2089;38.8168;67.8032;60.3122;48.1029;57.9126;71.4817;75.7635;47.5058;39.1882;30.1306;56.1003;73.8762;58.4973;34.5605;27.9421;48.8889;72.2318
Q12824;SNF5_HUMAN;SMARCB1;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1;38.2421;47.4613;94.2165;66.6548;;64.52;65.2669;110.0461;69.3492;62.5794;118.6198;128.5517;136.6572;123.8084;178.4362;134.2113;89.7203;160.2214;147.7243;198.9433
Q12849;GRSF1_HUMAN;GRSF1;G-rich sequence factor 1;78.7569;364.8089;439.8339;149.4471;196.204;;232.7407;425.0776;181.8119;232.9369;518.8917;741.6082;347.3824;352.0218;599.5728;650.8994;489.0618;344.4879;306.493;251.9293
Q12860;CNTN1_HUMAN;CNTN1;Contactin-1;765.5441;653.8438;654.9866;1372.8807;924.032;690.4395;502.893;518.1285;1096.5599;1064.1005;274.7984;206.4801;387.5401;354.7823;378.7859;289.4224;188.5321;402.5102;317.4477;291.061
Q12864;CAD17_HUMAN;CDH17;Cadherin-17;96.1705;70.4826;89.4046;157.9187;82.5454;145.266;71.9818;83.1855;201.1903;113.0915;;;;;;;;;;
Q12866;MERTK_HUMAN;MERTK;Tyrosine-protein kinase Mer;87.8952;182.7763;109.2724;213.3832;;261.2132;151.2363;130.6467;104.2126;144.3817;368.8023;346.3021;313.2222;226.8651;200.6176;311.0656;327.4044;369.8027;184.6772;201.9237
Q12873;CHD3_HUMAN;CHD3;Chromodomain-helicase-DNA-binding protein 3;263.8817;246.4069;301.8792;248.5725;366.8216;334.7386;246.2684;288.501;279.5178;363.6091;206.8642;248.0037;207.7704;258.3308;333.6945;262.8383;223.7672;270.4832;301.0712;317.7059
Q12874;SF3A3_HUMAN;SF3A3;Splicing factor 3A subunit 3;196.8629;256.8487;285.1743;165.6111;142.9507;245.8764;431.1689;275.4523;198.4312;191.757;271.8416;332.0086;202.8229;292.0016;285.778;210.8331;305.4551;266.4371;357.4593;318.139
Q12894;IFRD2_HUMAN;IFRD2;Interferon-related developmental regulator 2;;176.496;114.6568;109.0873;145.4332;;108.4871;85.9919;62.8229;127.3805;116.5051;153.9339;145.2829;90.7318;177.2394;76.2194;135.0594;196.3636;;115.7187
Q12904;AIMP1_HUMAN;AIMP1;Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;79.7007;73.9596;52.4793;68.6769;89.7739;125.9233;57.5636;57.5682;69.2149;93.6791;109.4396;83.6991;63.0672;32.2397;50.4324;165.9149;81.6661;56.3582;61.2031;81.4688
Q12905;ILF2_HUMAN;ILF2;Interleukin enhancer-binding factor 2;429.8962;629.4365;742.5216;446.6494;368.8416;537.3323;791.9778;914.2852;553.7479;543.557;673.6319;766.2964;970.7466;1000.4995;556.6135;457.4333;758.061;963.7151;823.7237;577.6732
Q12906;ILF3_HUMAN;ILF3;Interleukin enhancer-binding factor 3;1424.8552;1403.1636;2284.8813;1299.0457;1188.5073;1726.6993;1886.2236;2786.4092;1333.8571;1250.6722;1795.2856;2086.7368;2917.062;2825.634;2212.2661;1216.4119;1788.8391;2976.3711;2377.6902;1925.5701
Q12907;LMAN2_HUMAN;LMAN2;Vesicular integral-membrane protein VIP36;281.0565;374.0744;339.709;359.1541;243.3498;260.6248;263.9928;313.053;262.6631;315.3766;184.6436;142.7442;210.7005;106.2059;132.7108;204.4294;143.4607;209.4558;166.6053;89.2685
Q12913;PTPRJ_HUMAN;PTPRJ;Receptor-type tyrosine-protein phosphatase eta;529.3013;676.0024;491.3183;658.9403;437.4703;567.0629;559.3441;421.3592;710.0556;618.8862;391.721;295.0913;373.1274;371.0088;284.6784;344.7523;286.7213;455.9282;273.6737;238.7832
Q12923;PTN13_HUMAN;PTPN13;Tyrosine-protein phosphatase non-receptor type 13;247.1786;205.0938;140.1701;120.9664;232.9536;309.9378;216.7792;180.2758;162.97;240.0482;211.4161;190.7209;104.3403;164.6671;192.8544;237.5796;182.3982;101.8304;132.1489;361.6533
Q12931;TRAP1_HUMAN;TRAP1;Heat shock protein 75 kDa, mitochondrial;1129.1538;7251.2437;5435.979;1785.4032;1758.1677;1475.0907;5054.6216;4618.3135;1373.8867;2138.804;4472.5591;5524.1396;3076.3438;1285.1304;2251.5525;4830.0737;4445.9194;2877.6831;1148.7476;1639.3984
Q12933;TRAF2_HUMAN;TRAF2;TNF receptor-associated factor 2;;65.3971;51.4796;71.5235;134.712;;55.3526;38.2417;99.9577;;51.9702;50.8334;34.6677;;158.6158;95.0569;75.1408;39.1656;67.76;130.7892
Q12962;TAF10_HUMAN;TAF10;Transcription initiation factor TFIID subunit 10;112.6105;138.6973;129.1969;97.7017;138.6295;376.284;149.6871;175.4482;180.5889;265.1658;216.828;271.9713;163.6507;238.8537;502.3798;320.3299;271.1557;174.7325;254.6537;670.7103
Q12965;MYO1E_HUMAN;MYO1E;Unconventional myosin-Ie;312.5612;84.9126;78.9057;242.3161;352.2943;236.4776;80.9074;97.6724;174.1232;241.6543;59.0856;60.8072;38.3248;71.5905;62.978;65.4424;52.4376;35.749;;50.0003
Q12979;ABR_HUMAN;ABR;Active breakpoint cluster region-related protein;88.9263;124.738;99.402;138.56;137.8997;96.2518;112.6187;98.7561;109.0532;163.8421;109.7391;105.0746;72.1972;73.064;87.9902;116.8689;131.1769;93.3031;83.5553;72.5139
Q13011;ECH1_HUMAN;ECH1;Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial;700.0672;1399.601;1575.4736;724.7339;725.9525;586.3101;1540.8209;1710.8173;845.5582;808.0507;360.5882;382.6161;352.1523;336.7949;335.3178;333.0912;294.7344;289.9728;303.3562;185.8406
Q13033;STRN3_HUMAN;STRN3;Striatin-3;;78.1674;36.4896;61.1964;;;54.0576;32.7094;74.8829;119.8141;64.7921;69.787;64.7096;;133.4969;69.9277;79.5254;69.2183;120.9987;98.3473
Q13042;CDC16_HUMAN;CDC16;Cell division cycle protein 16 homolog;220.8;137.4752;156.7721;220.0525;159.2218;240.0473;116.4215;208.6462;174.3918;153.8279;224.6737;120.1013;150.8684;183.5118;101.4698;186.5414;188.0268;167.3497;206.3928;156.3583
Q13045;FLII_HUMAN;FLII;Protein flightless-1 homolog;167.5904;255.9246;138.1149;158.7279;272.8657;155.7532;214.834;113.1297;144.9787;253.3047;131.5247;197.0489;105.9357;105.9335;233.7395;195.2068;182.9807;140.6639;117.6662;154.6807
Q13049;TRI32_HUMAN;TRIM32;E3 ubiquitin-protein ligase TRIM32;;59.2992;50.1733;43.9799;34.2694;;56.7584;45.9074;86.4012;41.4307;68.7263;61.4245;49.5136;35.7912;45.6879;78.7334;57.7666;52.5069;;51.1877
Q13085;ACACA_HUMAN;ACACA;Acetyl-CoA carboxylase 1;139.9477;171.5546;96.0089;183.6531;196.0934;132.1387;135.1415;92.4523;177.35;124.7828;109.7257;118.1935;103.0217;167.5428;169.7939;180.3988;129.6;120.161;201.1718;159.2507
Q13112;CAF1B_HUMAN;CHAF1B;Chromatin assembly factor 1 subunit B;249.557;210.0807;131.7682;173.6956;155.013;350.6731;183.1285;134.9172;218.9444;136.5226;223.7326;228.9106;142.051;230.4437;211.6691;324.9949;160.7086;159.9466;271.6794;273.3677
Q13123;RED_HUMAN;IK;Protein Red;118.2423;84.6915;143.3486;71.8264;241.5381;152.4689;93.8175;118.727;146.5129;251.1516;81.1407;101.3707;67.3181;89.8558;161.7201;119.4041;104.6167;126.2577;110.2162;198.2129
Q13144;EI2BE_HUMAN;EIF2B5;Translation initiation factor eIF2B subunit epsilon;4286.897;5861.7896;4721.3101;3972.9939;3755.873;4934.5815;5042.583;4729.0288;3603.0405;3648.3584;4588.1416;4184.7017;2969.8494;3925.2515;3403.3774;5987.874;3773.5991;3889.9832;4023.7883;3601.5432
Q13148;TADBP_HUMAN;TARDBP;TAR DNA-binding protein 43;105.0391;255.7975;211.9926;81.3757;102.1838;190.9785;216.9763;154.2265;107.1388;150.2205;282.9324;271.4685;205.7073;105.7996;137.024;334.9723;223.7251;186.6979;112.7345;146.3353
Q13162;PRDX4_HUMAN;PRDX4;Peroxiredoxin-4;195.3693;157.0684;120.1611;221.7007;176.8973;210.673;175.8416;179.4703;263.5803;144.6133;195.9971;119.5956;182.6884;207.696;103.1309;161.0511;127.5834;153.8784;164.1735;109.8037
Q13185;CBX3_HUMAN;CBX3;Chromobox protein homolog 3;218.3767;396.7483;298.1701;225.1765;296.32;255.1695;283.0404;361.8358;324.8719;307.183;581.8626;490.2194;367.0759;632.6894;420.6861;640.9852;461.2716;328.467;525.8086;334.7139
Q13188;STK3_HUMAN;STK3;Serine/threonine-protein kinase 3;;101.8912;77.1761;82.3161;107.3497;;83.9596;70.765;87.5246;;137.7216;118.4531;80.8745;87.4094;104.5929;215.9937;129.9332;82.4235;66.8923;87.4338
Q13200;PSMD2_HUMAN;PSMD2;26S proteasome non-ATPase regulatory subunit 2;82.9665;91.2742;50.9177;64.4171;74.9627;89.3619;75.4395;71.143;69.2543;44.6661;141.773;108.1398;108.4677;79.0738;48.9385;232.9017;115.4744;95.8825;58.1298;67.027
Q13206;DDX10_HUMAN;DDX10;Probable ATP-dependent RNA helicase DDX10;138.4556;50.4432;37.2711;55.2236;140.4629;214.6949;64.75;58.0929;89.1631;146.3334;58.2877;41.3947;34.5714;;89.7458;68.6012;45.8472;34.356;73.9035;76.7881
Q13214;SEM3B_HUMAN;SEMA3B;Semaphorin-3B;;266.0838;225.7313;;;135.3569;149.106;197.7119;66.9708;;1379.3124;1086.2205;809.1246;513.4194;654.4868;1616.3826;937.793;916.4545;580.8218;576.8593
Q13219;PAPP1_HUMAN;PAPPA;Pappalysin-1;173.679;560.4456;243.2636;169.648;260.847;285.1346;476.1191;281.3831;265.5349;396.967;210.3949;;;;;;;;;
Q13232;NDK3_HUMAN;NME3;Nucleoside diphosphate kinase 3;130.2426;162.0748;121.9547;143.4137;94.3284;111.2746;138.1857;147.8367;174.03;135.7884;89.4775;57.6732;76.3138;84.6539;55.7095;97.6903;71.2808;60.8702;67.3128;65.6758
Q13242;SRSF9_HUMAN;SRSF9;Serine/arginine-rich splicing factor 9;242.536;754.5224;434.2443;324.9579;297.4439;375.4036;695.3094;426.4073;654.4514;356.7069;964.1356;974.5175;690.0389;680.9525;631.1742;1059.4409;855.9556;673.0859;907.2717;685.8641
Q13243;SRSF5_HUMAN;SRSF5;Serine/arginine-rich splicing factor 5;;145.1875;103.8509;85.3265;104.5811;122.4687;145.1998;130.0561;172.4776;126.1635;168.9056;342.7302;145.4978;158.925;161.059;314.9027;362.6816;232.2713;171.7702;220.2433
Q13247;SRSF6_HUMAN;SRSF6;Serine/arginine-rich splicing factor 6;1403.6049;2785.9468;2921.1211;3645.8555;5358.1909;3117.9189;3447.2112;3952.7227;5203.251;6731.8745;2148.2688;3563.0754;3319.6047;6827.6196;6370.1353;2504.2168;3542.9751;3541.6509;7728.2471;9035.9277
Q13257;MD2L1_HUMAN;MAD2L1;Mitotic spindle assembly checkpoint protein MAD2A;;126.7864;131.9438;146.0553;137.639;157.0403;121.2773;76.3742;185.8632;;104.8662;125.4883;87.9916;;125.8419;127.7917;146.1603;126.3757;174.8656;154.5611
Q13263;TIF1B_HUMAN;TRIM28;Transcription intermediary factor 1-beta;208.4989;275.3873;311.5179;158.919;268.1458;192.7076;316.0411;271.271;252.7004;250.6369;516.5698;529.1655;281.5583;255.8124;395.1142;573.7256;451.6088;334.7847;306.0345;298.2574
Q13283;G3BP1_HUMAN;G3BP1;Ras GTPase-activating protein-binding protein 1;330.0798;494.935;552.9843;272.3442;348.767;375.513;591.839;515.5001;353.0544;382.8938;1146.9164;1411.1602;750.3388;453.8599;710.2652;1643.7131;1238.8917;780.0576;511.7032;804.8228
Q13308;PTK7_HUMAN;PTK7;Inactive tyrosine-protein kinase 7;234.8825;417.463;300.1397;331.6102;216.3386;429.9654;305.2235;267.9238;257.9456;258.8614;1898.7081;1867.6669;1861.1573;1400.9338;1652.1816;2147.0105;1763.5455;2232.7681;1393.1628;1409.7025
Q13310;PABP4_HUMAN;PABPC4;Polyadenylate-binding protein 4;2237.1025;1903.9777;3059.1716;1943.661;2483.7085;4014.8518;2220.6758;4746.4888;2623.384;2642.0444;1531.494;3103.2783;5821.041;4598.1919;4035.2571;1526.3268;3189.1677;5318.748;4653.4863;5265.4507
Q13332;PTPRS_HUMAN;PTPRS;Receptor-type tyrosine-protein phosphatase S;157.8212;212.4447;241.306;262.4952;216.3034;188.9241;139.6611;144.2313;267.2216;186.383;174.0996;140.1745;231.8148;202.4521;216.3014;192.9746;156.6632;234.0146;165.3285;146.8359
Q13347;EIF3I_HUMAN;EIF3I;Eukaryotic translation initiation factor 3 subunit I;84.8194;102.0394;70.4392;109.7625;125.2268;;99.9149;75.533;102.7069;170.5437;101.9668;116.6406;80.3376;116.3902;130.2632;185.2599;116.4128;92.4031;118.5737;109.5216
Q13393;PLD1_HUMAN;PLD1;Phospholipase D1;236.0013;28.7521;44.394;75.8396;75.5334;172.0823;34.2645;58.8403;78.767;84.172;53.3491;56.6242;63.7166;65.0446;70.5111;65.1875;47.924;90.4436;57.485;85.0061
Q13404;UB2V1_HUMAN;UBE2V1;Ubiquitin-conjugating enzyme E2 variant 1;178.0923;238.3709;314.0241;182.0798;167.0661;145.6593;143.0541;203.5809;106.2705;170.4467;225.8814;202.9083;143.7583;180.8954;119.2768;271.7079;228.069;138.8421;178.7043;141.29
Q13405;RM49_HUMAN;MRPL49;Large ribosomal subunit protein mL49;89.6819;105.6434;96.165;76.988;101.6103;96.3068;101.4098;110.5365;102.4753;67.5292;55.5223;76.7644;68.0159;89.5953;84.1792;55.8875;72.9571;68.5477;115.6217;82.8144
Q13409;DC1I2_HUMAN;DYNC1I2;Cytoplasmic dynein 1 intermediate chain 2;72.4614;43.7892;47.0765;59.4249;71.5741;94.4671;50.0491;67.4349;102.9571;;45.9559;33.3796;48.3933;49.2451;;37.5661;47.1767;39.6719;32.9618;26.7732
Q13416;ORC2_HUMAN;ORC2;Origin recognition complex subunit 2;377.2713;62.1173;147.2761;158.6346;;;66.747;141.1236;128.301;119.4679;80.1031;58.2776;84.1307;77.2566;156.5831;78.6439;72.9523;99.1382;95.1967;94.866
Q13418;ILK_HUMAN;ILK;Integrin-linked protein kinase;51.0071;79.6581;51.9431;57.2637;71.0578;110.8563;63.5645;44.5312;54.4671;;46.1635;45.1135;37.9473;;46.8665;82.4783;53.9921;42.29;;52.2807
Q13427;PPIG_HUMAN;PPIG;Peptidyl-prolyl cis-trans isomerase G;99.2659;97.3273;109.3451;100.8078;108.0475;126.0005;111.7203;159.4462;144.7558;115.6724;227.6644;168.7895;163.9016;257.0818;221.1718;204.7406;181.9625;150.9268;283.5354;198.7805
Q13428;TCOF_HUMAN;TCOF1;Treacle protein;2819.8062;3683.7476;2500.115;3087.5986;4335.8188;5693.626;3461.8169;2953.4036;4468.897;5640.5581;4677.165;3648.3003;2655.2976;5945.3481;5795.2949;5343.9365;4607.1968;2695.7068;5619.0996;5904.0972
Q13433;S39A6_HUMAN;SLC39A6;Zinc transporter ZIP6;127.1033;266.1357;187.1872;144.8996;155.5111;145.8083;112.2676;133.7633;222.223;185.0372;245.2802;221.1422;255.0368;;94.0007;251.9051;202.107;250.6879;116.7444;141.7763
Q13435;SF3B2_HUMAN;SF3B2;Splicing factor 3B subunit 2;741.235;1054.0267;1117.9124;717.7247;682.257;872.1021;1132.9076;987.8412;749.0463;852.8508;1136.5593;2069.2808;1458.4585;1307.5446;1382.328;1280.0775;1927.213;1721.5476;1292.1418;1442.4744
Q13442;HAP28_HUMAN;PDAP1;28 kDa heat- and acid-stable phosphoprotein;;428.0339;326.6359;147.2436;202.2627;;336.2691;261.4805;129.9166;210.4044;615.3558;344.7013;169.6936;206.3274;236.8693;427.5868;478.9575;159.1325;188.4704;184.5048
Q13443;ADAM9_HUMAN;ADAM9;Disintegrin and metalloproteinase domain-containing protein 9;287.7474;629.9396;338.4059;356.2091;339.9489;363.3679;337.8782;372.2622;282.3939;334.4099;636.8697;597.2371;896.4706;278.3975;576.8928;744.2317;517.5193;1062.1072;207.275;408.6323
Q13445;TMED1_HUMAN;TMED1;Transmembrane emp24 domain-containing protein 1;78.3043;112.7622;38.2819;85.0503;90.9201;97.6225;78.4974;29.7786;45.5421;85.8695;119.0675;57.2558;63.9782;;104.7339;182.3516;69.4151;76.0639;;
Q13454;TUSC3_HUMAN;TUSC3;Tumor suppressor candidate 3;;128.314;56.5038;;;;87.4153;64.2833;84.2063;;176.7002;148.7884;142.0461;;80.3274;202.2028;153.895;171.2678;101.668;130.7826
Q13492;PICAL_HUMAN;PICALM;Phosphatidylinositol-binding clathrin assembly protein;25.5222;90.5257;77.2433;54.1843;51.8942;73.1507;67.7742;65.7834;32.9856;51.2112;109.1311;107.1426;85.4814;24.2566;76.2815;102.1264;95.0386;78.9064;48.3392;53.5952
Q13501;SQSTM_HUMAN;SQSTM1;Sequestosome-1;590.9056;1153.5427;717.1296;657.6895;804.5658;768.6306;1015.4105;781.636;927.4013;1070.9446;1740.3695;1101.7509;1392.5575;967.9347;1191.5536;1847.9122;1053.2039;1351.4789;809.2641;1184.8406
Q13503;MED21_HUMAN;MED21;Mediator of RNA polymerase II transcription subunit 21;51.1109;84.0759;93.2859;23.8748;90.5558;;47.4966;83.1816;98.8701;154.6066;44.4197;66.5856;55.526;110.4384;113.0164;85.4908;69.9569;52.2955;162.3303;191.3919
Q13509;TBB3_HUMAN;TUBB3;Tubulin beta-3 chain;126.522;141.8963;42.8636;77.1328;92.0064;101.8825;82.2845;45.2733;86.4881;131.4778;114.1152;95.1143;90.9765;66.8969;78.9745;206.689;97.4986;89.3773;65.2641;80.7717
Q13510;ASAH1_HUMAN;ASAH1;Acid ceramidase;243.4129;81.8029;123.8144;376.4862;176.932;228.5127;107.5529;147.2473;277.0681;296.8867;93.8508;74.6575;172.3759;221.3087;170.2316;126.0149;92.332;135.8716;198.6591;410.4491
Q13523;PRP4K_HUMAN;PRP4K;Serine/threonine-protein kinase PRP4 homolog;639.5234;519.0443;357.7845;346.4962;746.9584;707.2502;695.2949;383.4278;455.0027;1009.2644;983.3203;590.207;247.357;554.7462;661.4527;810.7731;695.7785;240.6851;531.114;640.4932
Q13547;HDAC1_HUMAN;HDAC1;Histone deacetylase 1;107.0947;83.4065;110.2546;76.8845;;;83.7551;86.5584;95.3212;;199.7401;139.7245;133.4728;179.1288;102.7006;167.8574;113.4786;113.9176;155.0301;86.9896
Q13554;KCC2B_HUMAN;CAMK2B;Calcium/calmodulin-dependent protein kinase type II subunit beta;184.7772;117.5953;63.3949;124.247;208.7029;185.0859;107.3405;71.8121;152.6593;215.6859;97.4846;63.0804;78.792;129.366;152.5777;93.2647;75.6554;69.6157;121.6375;100.9829
Q13557;KCC2D_HUMAN;CAMK2D;Calcium/calmodulin-dependent protein kinase type II subunit delta;164.9178;65.0334;86.6002;133.337;123.5301;102.3074;69.2261;97.1265;98.5842;134.266;86.1199;71.5761;72.0113;104.2987;106.3985;93.6368;91.6295;50.236;156.286;147.6501
Q13561;DCTN2_HUMAN;DCTN2;Dynactin subunit 2;93.1505;84.0208;78.1926;64.1531;100.7558;84.6435;96.7439;83.5374;83.5162;91.536;83.1333;82.5266;87.8581;58.5419;84.6939;118.264;80.4567;55.214;46.8941;83.7681
Q13573;SNW1_HUMAN;SNW1;SNW domain-containing protein 1;310.4745;299.1965;270.8013;187.292;277.6116;428.3076;253.3658;291.1931;213.9798;275.9276;347.3708;378.1683;246.7518;260.6374;381.8488;551.8121;348.6657;313.0161;289.754;403.5714
Q13576;IQGA2_HUMAN;IQGAP2;Ras GTPase-activating-like protein IQGAP2;75.0669;;29.5622;39.5442;;72.7391;39.9721;28.3115;59.5076;72.4232;;;;;;;;;;
Q13595;TRA2A_HUMAN;TRA2A;Transformer-2 protein homolog alpha;800.6747;1898.4218;797.0201;666.449;947.4015;1403.6355;2266.0125;914.1178;1041.5519;1149.4991;744.5277;1951.3083;876.4952;1533.7076;1579.7769;993.8646;1974.8575;1215.8069;1402.5063;2253.9197
Q13610;PWP1_HUMAN;PWP1;Periodic tryptophan protein 1 homolog;534.3489;563.3326;333.5153;356.6031;417.8098;485.6235;506.8004;369.7615;536.5075;438.2495;356.9218;313.0845;195.7419;303.8689;274.142;434.0606;293.1866;218.1291;376.3044;193.774
Q13641;TPBG_HUMAN;TPBG;Trophoblast glycoprotein;250.0676;390.4184;220.2484;323.4385;298.8395;;234.2748;151.845;275.3097;330.2115;460.8867;378.8102;571.2278;277.76;249.4428;557.4205;363.7077;572.726;286.8806;242.679
Q13724;MOGS_HUMAN;MOGS;Mannosyl-oligosaccharide glucosidase;;119.7052;79.1691;130.7419;;;109.4823;79.1132;85.5961;162.5389;200.748;257.9461;157.9045;195.2495;284.2554;267.487;175.8477;216.307;165.9128;230.6691
Q13740;CD166_HUMAN;ALCAM;CD166 antigen;931.1629;977.777;1085.7617;1388.0142;773.4292;656.4348;697.366;986.2786;821.7044;997.8309;2097.1934;1360.8667;3197.7751;836.1572;961.9497;1387.6539;1586.5343;3218.0845;797.7166;899.112
